Date,Symbol,RV_1min,RS_pos_1min,RS_neg_1min,SignedJump_1min,BPV_1min,BPV_c_1min,MedRV_1min,RQ_1min,TQ_1min,RSkew_1min,RKurt_1min,NBars_1min,NZeroRet_1min,MaxAbsRet_1min,RV_5min,RS_pos_5min,RS_neg_5min,SignedJump_5min,BPV_5min,BPV_c_5min,MedRV_5min,RQ_5min,TQ_5min,RSkew_5min,RKurt_5min,NBars_5min,NZeroRet_5min,MaxAbsRet_5min,RV_ss5min,Jump_BPV_5min,Jump_MedRV_5min,ContVar_MedRV_5min,JumpShare_5min,RSV_Ratio_5min,RV_SE_5min,RV_RelSE_5min,NoiseRatio_1v5
2011-09-19,NDX,0.000149860201449,8.53533085316e-05,6.45068929178e-05,2.08464156138e-05,0.0001409224599,0.000141285662117,0.000132898019725,3.36593751106e-08,2.52369384514e-08,0.353675999254,4.49629378063,389,3,0.00252059737119,0.000173696262821,0.000121174464195,5.25217986258e-05,6.86526655691e-05,0.000171474809207,0.000173731056697,0.000163479384279,4.09000196177e-08,3.85723275872e-08,1.12092182151,4.06690307506,77,0,0.00545057826589,0.000173696262821,0,1.02168785417e-05,0.000163479384279,0.0588203705469,0.30237725195,3.25935296016e-05,0.187646694709,0.862771593446
2011-09-20,NDX,0.000134355424914,5.4822110075e-05,7.95333148392e-05,-2.47112047642e-05,0.000125779204652,0.000126105903885,0.0001284210602,2.7899042098e-08,2.25271513472e-08,-0.687979220572,4.63660536473,386,2,0.00283916156776,0.000144415524125,5.6455980167e-05,8.7959543958e-05,-3.15035637911e-05,0.000164784971598,0.000166953194909,0.000159398443718,1.74475852952e-08,2.79678122048e-08,-0.50020566261,2.50974052494,77,0,0.00354913060138,0.000144415524125,0,0,0.000144415524125,0,0.609072635999,2.12881195422e-05,0.147408802974,0.930339211994
2011-09-21,NDX,0.000238430448228,9.50302499716e-05,0.000143400198256,-4.83699482845e-05,0.000248261178031,0.000248902679783,0.000251201045727,8.44580938866e-08,1.20705830693e-07,-0.624121047267,4.4569637312,388,2,0.0029776482151,0.000211685379886,6.26905667155e-05,0.00014899481317,-8.63042464549e-05,0.000200374329634,0.000203010833972,0.000214880884364,4.8025433442e-08,3.40594583066e-08,-0.9262284365,3.21522092137,77,0,0.0044358699185,0.000211685379886,8.67454591423e-06,0,0.000211685379886,0,0.703850276532,3.53187465185e-05,0.166845469146,1.12634348369
2011-09-22,NDX,0.000430195471373,0.000232283733687,0.000197911737687,3.43719959996e-05,0.000397172013644,0.000398340166626,0.000401321036386,2.56052629108e-07,2.11559744748e-07,0.431878521969,4.15067592089,341,1,0.00435238933,0.000439002287255,0.000215593206923,0.000223409080332,-7.8158734096e-06,0.000370523274236,0.000376053472359,0.0004078777363,2.47093643673e-07,1.26098439383e-07,0.258362595497,3.84635409068,68,0,0.00812692898707,0.000439002287255,6.29488148965e-05,3.11245509552e-05,0.0004078777363,0.0708983799374,0.508901859553,8.52493994584e-05,0.194188964234,0.979939020508
2012-01-19,NDX,1.03022716602e-05,4.97772934251e-06,5.32454231774e-06,-3.46812975235e-07,1.03435410927e-05,1.03800907079e-05,9.47609384908e-06,1.22784556576e-10,1.19608921626e-10,-0.0871901685566,3.47055559432,284,2,0.000655353648176,1.15535837215e-05,5.98788742132e-06,5.56569630021e-06,4.22191121109e-07,1.37188608531e-05,1.39682946867e-05,1.33855493016e-05,1.11215041857e-10,2.34065684577e-10,0.183379821507,2.49948970819,56,0,0.00112727336836,1.15535837215e-05,0,0,1.15535837215e-05,0,0.481728997198,1.99297912197e-06,0.172498782197,0.891694898186
2012-01-20,NDX,2.01964727836e-05,1.1203371753e-05,8.99310103053e-06,2.21027072249e-06,1.96288592694e-05,1.96794491129e-05,1.91681333491e-05,7.19040420321e-10,5.86461493327e-10,0.386916331151,5.28839032541,389,7,0.00106085536265,1.95268154827e-05,1.12504394023e-05,8.27637608047e-06,2.97406332182e-06,1.89637437118e-05,1.92132666554e-05,1.78568056933e-05,5.04999388288e-10,4.32354642547e-10,0.498831426769,3.97328082971,77,0,0.0015157212743,1.95268154827e-05,3.13548827326e-07,1.67000978944e-06,1.78568056933e-05,0.0855239191928,0.423846688559,3.62172158348e-06,0.1854742565,1.03429424022
2012-01-23,NDX,3.73697249052e-05,1.93846925822e-05,1.79850323229e-05,1.3996602593e-06,3.55106482199e-05,3.56021705091e-05,3.75298144086e-05,2.56566545136e-09,1.90537575824e-09,0.240333827468,5.51164806983,389,2,0.00145286106126,5.08137758819e-05,2.28093076398e-05,2.80044682421e-05,-5.19516060231e-06,4.21813846964e-05,4.27364029161e-05,3.4099987829e-05,4.44686419535e-09,1.23592987849e-09,-0.35119381271,5.16668739418,77,0,0.00254735336401,5.08137758819e-05,8.07737296577e-06,1.67137880529e-05,3.4099987829e-05,0.328922379075,0.551119607942,1.07472306253e-05,0.211502303042,0.735425074335
2012-01-24,NDX,2.89133744716e-05,1.57194415426e-05,1.3193932929e-05,2.52550861365e-06,2.13685712672e-05,2.14236449045e-05,2.07356951459e-05,2.84198984612e-09,7.29428344019e-10,0.00553404028907,10.1987328219,389,2,0.00170590845949,3.02517492673e-05,1.48350092418e-05,1.54167400255e-05,-5.81730783672e-07,3.15054604488e-05,3.1920005981e-05,3.17378080756e-05,9.71870506763e-10,1.25810382092e-09,-0.289162685174,3.18587456845,77,0,0.00197813402892,3.02517492673e-05,0,0,3.02517492673e-05,0,0.509614828857,5.02428002663e-06,0.166082297663,0.955758763439
2012-01-25,NDX,6.14794431325e-05,3.20579861418e-05,2.94214569906e-05,2.63652915118e-06,5.26156810683e-05,5.27512884937e-05,4.83731688697e-05,7.49597335258e-09,3.88820912789e-09,0.0888978870145,5.94962287883,389,0,0.00177647441088,5.72776652079e-05,3.27289286928e-05,2.4548736515e-05,8.18019217781e-06,5.4846839102e-05,5.55685080376e-05,5.89589163953e-05,4.0063414679e-09,2.92970648921e-09,0.245704325459,3.66352031119,77,0,0.00250866436143,5.72776652079e-05,1.7091571703e-06,0,5.72776652079e-05,0,0.428591780512,1.02010204072e-05,0.178097699517,1.07335805168
2012-01-26,NDX,3.80935537982e-05,1.59830792975e-05,2.21104745006e-05,-6.12739520314e-06,3.78363576838e-05,3.79338740696e-05,3.50097666738e-05,1.75076235095e-09,1.54185310125e-09,-0.507930103549,3.61947409444,389,2,0.00115871827247,4.62896824475e-05,1.77171028379e-05,2.85725796095e-05,-1.08554767716e-05,4.67104867573e-05,4.73250984252e-05,5.22561222281e-05,1.71902507712e-09,2.48540633333e-09,-0.445906310876,2.40677262973,77,0,0.00158440428557,4.62896824475e-05,0,0,4.62896824475e-05,0,0.61725590021,6.6820656988e-06,0.144353241273,0.822938326297
