Date,Symbol,RV_1min,RS_pos_1min,RS_neg_1min,SignedJump_1min,BPV_1min,BPV_c_1min,MedRV_1min,RQ_1min,TQ_1min,RSkew_1min,RKurt_1min,NBars_1min,NZeroRet_1min,MaxAbsRet_1min,RV_5min,RS_pos_5min,RS_neg_5min,SignedJump_5min,BPV_5min,BPV_c_5min,MedRV_5min,RQ_5min,TQ_5min,RSkew_5min,RKurt_5min,NBars_5min,NZeroRet_5min,MaxAbsRet_5min,RV_ss5min,Jump_BPV_5min,Jump_MedRV_5min,ContVar_MedRV_5min,JumpShare_5min,RSV_Ratio_5min,RV_SE_5min,RV_RelSE_5min,NoiseRatio_1v5
2011-09-19,SPX,6.51747456485e-05,3.51478723124e-05,3.00268733361e-05,5.12099897631e-06,6.77286588508e-05,6.79157545934e-05,6.51042810321e-05,4.05020013587e-09,4.90259224725e-09,0.182243155153,2.86048087662,363,4,0.00120486982739,0.000109869957106,6.86817741082e-05,4.11881829978e-05,2.74935911104e-05,0.000120025957569,0.000121692984757,0.00011556172179,1.07373301113e-08,2.02309641085e-08,0.580863983744,2.668453567,73,0,0.00329136315082,0.000107754955947,0,0,0.000109869957106,0,0.374881214872,1.71514847085e-05,0.156107139388,0.59319897236
2011-09-20,SPX,6.26095749584e-05,2.97993509186e-05,3.28102240398e-05,-3.01087312121e-06,6.42452216911e-05,6.44319810565e-05,5.89788835064e-05,4.24607884666e-09,4.57980182549e-09,-0.127432499661,3.24958422816,345,2,0.00121557594658,0.000100234164605,5.21559563991e-05,4.8078208206e-05,4.07774819306e-06,8.49476554547e-05,8.61274840027e-05,8.17126892935e-05,1.02255645133e-08,5.96963473815e-09,0.214762716351,3.05335286816,73,0,0.00298745492056,0.000100234164605,1.41066806024e-05,1.85214753116e-05,8.17126892935e-05,0.184782058937,0.479658890713,1.67377552981e-05,0.166986529634,0.624633079998
2011-09-21,SPX,5.9551544755e-05,2.39906728364e-05,3.55608719187e-05,-1.15701990823e-05,6.23959061317e-05,6.26004828731e-05,6.12652455985e-05,3.22376026149e-09,3.87131705646e-09,-0.364354472786,2.7270803201,306,3,0.00120458761628,9.62487009758e-05,2.98351537855e-05,6.64135471904e-05,-3.65783934049e-05,8.96903208749e-05,9.09716111731e-05,8.87956154724e-05,9.02978386163e-09,7.58539656425e-09,-0.817863986858,2.92421200901,71,0,0.00354669625974,9.62487009758e-05,5.2770898027e-06,7.45308550343e-06,8.87956154724e-05,0.0774356996808,0.690020192658,1.59486710662e-05,0.165702714993,0.618725698646
2011-09-22,SPX,0.000113799651356,5.08964432052e-05,6.29032081511e-05,-1.20067649459e-05,0.000127502597135,0.000127937759583,0.000126574906566,9.38396054697e-09,1.58600293399e-08,-0.0709793099293,2.1738299345,294,5,0.00151222708662,0.000191227158644,7.81027907182e-05,0.000113124367925,-3.50215772073e-05,0.000221018653238,0.000224526885829,0.000230145418516,3.53540268733e-08,7.37470922664e-08,-0.157665542811,2.90042071496,64,0,0.00456943890129,0.000191227158644,0,0,0.000191227158644,0,0.591570615429,3.32387325238e-05,0.173818053668,0.595101930937
2012-01-16,SPX,4.68588783777e-06,3.03033957996e-06,1.65554825782e-06,1.37479132214e-06,4.06645904125e-06,4.12373311225e-06,5.44591158585e-06,2.03770449303e-11,1.64167279613e-11,0.580831319048,2.78406057095,72,27,0.000618955532333,4.40755675608e-06,3.43501440635e-06,9.72542349728e-07,2.46247205662e-06,2.70287834514e-06,2.83158683776e-06,3.71832130875e-06,2.1658760326e-11,9.64289807763e-12,1.13865025446,3.34471427213,22,8,0.00100599737639,4.39796427031e-06,1.57596991832e-06,6.89235447331e-07,3.71832130875e-06,0.156375852989,0.220653392242,1.40320284045e-06,0.318362965722,1.06314860978
2012-01-18,SPX,3.23635515948e-05,2.08271547777e-05,1.15363968172e-05,9.29075796052e-06,2.78736490593e-05,2.79615785516e-05,2.82502689794e-05,1.55019562131e-09,1.00264087832e-09,0.831398243008,4.4401271807,318,86,0.00115549063428,3.43664749476e-05,2.7089556147e-05,7.27691880059e-06,1.98126373464e-05,2.2719450765e-05,2.30183909067e-05,2.55065098298e-05,2.13709700304e-09,4.3430902312e-10,1.54287455966,5.42844590535,77,11,0.00254482497084,3.43664749476e-05,1.13480840409e-05,8.85996511774e-06,2.55065098298e-05,0.257808376659,0.211744696297,7.4504371057e-06,0.216793753711,0.941718684974
2012-01-19,SPX,7.56703111168e-06,3.91473110803e-06,3.65230000365e-06,2.62431104384e-07,7.75496581267e-06,7.78286137314e-06,7.30182198095e-06,7.13972568785e-11,6.77714543887e-11,0.0296704590853,3.74069019983,279,2,0.00060119251005,8.16658563405e-06,4.43909139478e-06,3.72749423927e-06,7.11597155516e-07,8.21366404653e-06,8.36576893628e-06,7.86208802709e-06,6.05894809762e-11,5.6163151883e-11,0.133594396573,2.72544514975,55,1,0.000921129323926,8.16658563405e-06,0,3.04497606964e-07,7.86208802709e-06,0.037285791224,0.45643239492,1.48433616599e-06,0.181757252358,0.926584432071
2012-01-20,SPX,1.74086133431e-05,9.3472489563e-06,8.06136438676e-06,1.28588456954e-06,1.50752729072e-05,1.51330325735e-05,1.78717151411e-05,3.51776622566e-10,3.11875457975e-10,0.206482079133,3.48224938832,262,93,0.000762543883221,1.43984636333e-05,8.43206431481e-06,5.96639931849e-06,2.46566499632e-06,1.41467221628e-05,1.43378940839e-05,1.35432239104e-05,2.4873790789e-10,2.24308058013e-10,0.474115730194,3.59940672947,75,16,0.00137142878638,1.43984636333e-05,6.05695493831e-08,8.55239722935e-07,1.35432239104e-05,0.0593979847237,0.414377496825,2.57546323543e-06,0.178870697668,1.2090604794
2012-01-23,SPX,2.10019534262e-05,1.07096787393e-05,1.02922746869e-05,4.17404052344e-07,2.03300504787e-05,2.03859022657e-05,1.93263446187e-05,7.48138325954e-10,6.05877652467e-10,0.0572372261456,5.08842966854,365,4,0.000980686635209,2.89920342402e-05,1.42248950984e-05,1.47671391418e-05,-5.42244043332e-07,2.11826147439e-05,2.14768177264e-05,1.74592188603e-05,1.67158913884e-09,3.71808498362e-10,-0.0844234804334,5.96613968897,73,0,0.00219171498042,2.89144259037e-05,7.51521651378e-06,1.15328153799e-05,1.74592188603e-05,0.397792555168,0.509351603941,6.76734532206e-06,0.233420851603,0.724404270918
2012-01-24,SPX,2.03534837436e-05,9.57280464575e-06,1.07806790979e-05,-1.20787445211e-06,1.7728721315e-05,1.77770284575e-05,1.44704044827e-05,1.56349328311e-09,1.10918730243e-09,-0.533329421867,11.3224331511,368,6,0.00148658102369,1.60186133504e-05,9.36408498623e-06,6.65452836415e-06,2.70955662208e-06,1.24600373038e-05,1.26330933775e-05,1.43651891154e-05,3.98491422702e-10,1.75971420348e-10,0.153673731504,4.65897516244,73,0,0.00164432839482,1.60186133504e-05,3.38551997289e-06,1.65342423493e-06,1.43651891154e-05,0.103218936544,0.415424744863,3.30417512016e-06,0.20627098288,1.27061458432
