Date,Symbol,Open,High,Low,Close
2006-03-06,VVIX,,,,71.7300
2006-03-15,VVIX,,,,15.7100
2006-03-16,VVIX,,,,27.9400
2006-03-17,VVIX,,,,28.6000
2006-03-20,VVIX,,,,37.9300
2006-03-21,VVIX,,,,37.3500
2006-04-11,VVIX,,,,69.5500
2006-04-24,VVIX,,,,63.4200
2006-04-25,VVIX,,,,61.3300
2006-05-01,VVIX,,,,61.9600
2006-05-22,VVIX,,,,91.7600
2006-05-23,VVIX,,,,88.6600
2006-05-24,VVIX,,,,88.6300
2006-05-25,VVIX,,,,82.6400
2006-05-26,VVIX,,,,72.5000
2006-05-30,VVIX,,,,82.1400
2006-05-31,VVIX,,,,77.4400
2006-06-01,VVIX,,,,74.0800
2006-06-02,VVIX,,,,70.2700
2006-06-05,VVIX,,,,77.3800
2006-06-06,VVIX,,,,78.6600
2006-06-07,VVIX,,,,73.8600
2006-06-08,VVIX,,,,78.1200
2006-06-09,VVIX,,,,79.8700
2006-06-12,VVIX,,,,83.5200
2006-06-13,VVIX,,,,93.2000
2006-06-14,VVIX,,,,102.1100
2006-06-15,VVIX,,,,99.1300
2006-06-16,VVIX,,,,106.9300
2006-06-19,VVIX,,,,102.5600
2006-06-20,VVIX,,,,94.7600
2006-06-21,VVIX,,,,92.4000
2006-06-22,VVIX,,,,91.8500
2006-06-23,VVIX,,,,86.8100
2006-06-26,VVIX,,,,90.7100
2006-06-27,VVIX,,,,95.1200
2006-06-28,VVIX,,,,96.4400
2006-06-29,VVIX,,,,96.6300
2006-06-30,VVIX,,,,92.1000
2006-07-03,VVIX,,,,89.1300
2006-07-05,VVIX,,,,91.9800
2006-07-06,VVIX,,,,92.8800
2006-07-07,VVIX,,,,91.4600
2006-07-10,VVIX,,,,93.5200
2006-07-11,VVIX,,,,91.9900
2006-07-24,VVIX,,,,99.6100
2006-07-25,VVIX,,,,94.9700
2006-07-26,VVIX,,,,89.2300
2006-07-27,VVIX,,,,95.2900
2006-07-28,VVIX,,,,93.1600
2006-07-31,VVIX,,,,92.7900
2006-08-01,VVIX,,,,92.6700
2006-08-02,VVIX,,,,91.3400
2006-08-03,VVIX,,,,89.2400
2006-08-04,VVIX,,,,90.6800
2006-08-07,VVIX,,,,89.5800
2006-08-08,VVIX,,,,88.0900
2006-08-16,VVIX,,,,57.0100
2006-08-21,VVIX,,,,80.6800
2006-08-22,VVIX,,,,78.7500
2006-08-23,VVIX,,,,81.1500
2006-08-24,VVIX,,,,79.7000
2006-08-25,VVIX,,,,81.9400
2006-08-28,VVIX,,,,79.4700
2006-08-29,VVIX,,,,81.8000
2006-08-30,VVIX,,,,80.7700
2006-08-31,VVIX,,,,79.8400
2006-09-01,VVIX,,,,77.1900
2006-09-05,VVIX,,,,80.1800
2006-09-06,VVIX,,,,82.9600
2006-09-07,VVIX,,,,86.1800
2006-09-08,VVIX,,,,83.7000
2006-09-11,VVIX,,,,85.7800
2006-09-12,VVIX,,,,80.9900
2006-09-13,VVIX,,,,81.5500
2006-09-14,VVIX,,,,81.9300
2006-09-15,VVIX,,,,59.5200
2006-09-18,VVIX,,,,80.9700
2006-09-19,VVIX,,,,81.7700
2006-09-20,VVIX,,,,80.8300
2006-09-21,VVIX,,,,85.9500
2006-09-22,VVIX,,,,85.7400
2006-09-25,VVIX,,,,82.0100
2006-09-26,VVIX,,,,81.5900
2006-09-27,VVIX,,,,81.0800
2006-09-28,VVIX,,,,84.7400
2006-09-29,VVIX,,,,84.3100
2006-10-02,VVIX,,,,85.4600
